Properties,Terms and conditions,Max Guests,Facilities,Entertainment,Distances To,Location Description,Kids,Price per night,More information,Address,Name,Services,Sport,Number of Bedrooms,Meals,Transport
"
- Three bathrooms with en-suite bedrooms to ensure your comfort
- Located in the picturesque village of Pointe d’Esny
- Common pool on the shared complex grounds
- Spacious garden overlooking a tranquil beach
- Numerous services to complement your stay at the villa
- Independent kitchen with numerous amenities and appliances","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR",6,"
- Air conditioningincluded
- Enclosed living room
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 6km
- Beach: 10m","A beautiful retreat for groups of up to six persons, Paradise Beach Premium Apartment places you in the southern coast of Mauritius, more precisely in Pointe d’Esny. This region is especially known for holding vestiges that date all the way back to when the island was under French Colonial rule. Because it is entirely self-contained, you can very easily soak up plenty of intimacy and tranquility, punctuated by luxurious amenities. Best of all, you’ll be close to restaurants, markets, and various other attractions that will enhance your holiday in Mauritius.","
- Baby cot
- Baby high chair",345,"
- Pers. max.: 6
- Staff:
- Villa size: 156 m²","Pointe d'Esny, South Mauritius, Mauritius",Paradise Beach Premium Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Restaurant (extra cost)
- Toaster",
"
- Easy access to one of the best swimming spots in Mauritius
- Plenty of room for family vacations
- Proximity to the vibrant village of Grand Baie, one of the best tourist hubs on the island
- Spacious living quarters for a homely feel
- Air Conditioning across the villa to shelter you from the island heat
- Various types of services and facilities designed to render your stay even more enjoyable and restful","
- Check-in: after 02:00 pm
- Check-out: until 10:30 am
- Security deposit: 1 night(s)",4,"
- Air conditioning(contact us)
- Back-up generator
- BBQ equipment
- Electricityincluded
- Fire extinguisher
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Satellite television
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 57km
- Beach: 15m","Found in the picturesque fisherman village of Trou aux Biches, Villa Belle Vue 2 is a self-catering beach villa designed to comfortably accommodate families and groups who want to enjoy proximity to the glistening Indian Ocean. Indeed, with a stay at this villa, the ocean will literally be at your doorstep. More importantly, this villa comes with everything you may need to enhance your holiday in Mauritius.","
- Baby cot (extra cost)
- Baby high chair (extra cost)",450,"
- Pers. max.: 4
- Staff: 2
- Villa size: 130 m²","Trou aux Biches, Grand Baie & North Mauritius, Mauritius",Villa Belle Vue 2,"
- Gardener
- Housekeepingservice
- Pool maintenance",,2,"
- Coffee maker
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)"
"
- Plenty of space for traveling as a group
- Overlooking the scenic ocean where you can go for a swim whenever you want
- Perfectly appointed kitchen where you can prepare your own meals
- Different services to ensure that you’re properly taken care of during your holiday
- Proximity to the scenic Mahebourg waterfront, a popular tourist spot","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Late check-out: until 06:00 pm charged 50% of the daily rate (subject to availability)
- Security deposit: 1 night(s)",6,"
- Electricityincluded
- Household supplies
- ParkingFree parking on premise
- Pool towels(contact us)
- Terrace
- Toiletries
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 5km
- Beach: 15m","Located in the pristine south coast of Mauritius, Villa Blanche is a sea-facing villa which provides proximity to the glistening lagoon. Nestled in a picturesque garden, this villa is ideal for group holidays, with plenty of space to spare. As a guest of this villa, you can benefit from plenty of perks, such as cleaning services to take these tedious tasks off your hands. Because it is aptly located near some of the best tourist spots on the island, this villa is also perfect for guests who would like to do some exploring.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",181,"
- Pers. max.: 6
- Staff: 1","Blue Bay, Pointe d'Esny, South Mauritius, Mauritius",Villa Blanche,"
- Housekeepingservice",,3,"
- Coffee maker
- Fully equipped kitchen","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)
- Car available (extra cost)"
"
- A well-furnished villa for larger groups of friends, colleagues or relatives
- Four fully-airconditioned bedrooms
- Different services to ensure your comfort
- A short, 5-minute drive from a scenic public beach
- Perfectly-appointed kitchen for enjoying in-house meals and snacks
- Within driving distance to the airport","
- Check-in: after 02:00 pm
- Check-out: until 12:00 pm
- Security deposit: 300 EUR",8,"
- Bathrobe
- CCTV security
- Electricity
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- Mosquito nets
- ParkingFree parking on premise
- Pool towels
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 44km
- Beach: 7.2km","Nestled in the charming village of La Gaulette, Villa Rehaneel offers the perfect setting for special events such as weddings. Because of its proximity to some of the best tourist spots on the island, this villa is also ideal for quick getaways or extended holidays in Mauritius. One of the best things about staying at Villa Rehaneel is that it places you close to the public beach, ensuring that you can go for a dip in the crystalline ocean whenever the mood strikes. Because it is a self-catering villa, you can benefit from the advantage of having your very own kitchen to prepare and customize your meals any time of the day or night. However, please keep in mind that the air-conditioner is on a timer from 6 PM - 8 AM every night and fans are fully available at all room day & night.","
- Baby cot",124,"
- Pers. max.: 8
- Staff: 2
- Villa size: 160 m²
- Garden: 265 m²","Le Morne, West Mauritius, South Mauritius, Mauritius",Villa Rehaneel,"
- 24H Security
- Gardener
- Housekeeping
- Laundry
- Pool maintenance",,4,"
- Fully equipped kitchen
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)
- Car available (extra cost)
- Driver (extra cost)"
"
- Stone’s throw from Grand Baie
- Quaint holiday home reminiscent of a French parlour
- Sea-facing villa directly connected to the beach
- Tropical gardens and private, covered terrace","
- Check-in: after 04:00 pm
- Check-out: until 11:00 am
- Security deposit: 560 EUR",6,"
- Back-up generator
- BBQ equipment
- Electricityincluded
- Iron and ironing board (extra cost)
- ParkingFree parking on premise
- Wi-Fi Internet","
- International channels
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 59km
- Beach: 5m","Villa Frenesie 1 is situated just off Grand Bay in Mauritius, and is quaint, little holiday home with three bedrooms. The beautiful property looks out at the sea, and guests need only run outside the door and their toes will hit the sandy shores! With the verdure of the tropical gardens, this tropical paradise is the idyllic space for family and friends to enjoy some downtime in the blissful surroundings of the spectacular island of Mauritius!","
- Baby cot (extra cost)
- Baby high chair (extra cost)",322,"
- Pers. max.: 6
- Staff: 2","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Frenesie 1,"
- Gardener
- Housekeepingservice",,3,"
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- Excellent location in a tourist hub
- Proximity to the beach
- Three beautifully-furnished bedrooms
- Large swimming pool
- Thatched gazebo for Al Fresco dining
- Tropical-style living areas
- Close to nightclubs","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 300 EUR",6,"
- Air conditioning(contact us)
- CCTV security
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- Board games
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 56km
- Beach: 1.6km","Enjoy a soothing stay at one of the best properties in Mauritius! Nestled in the tourist hub of Grand Baie, this charming property is fitted with a wide assortment of amenities to ensure that your stay in paradise island goes off without a hitch.
This meticulously-appointed villa is designed to comfortably accommodate up to six guests. If you’re in the mood for some sightseeing, you’ll be glad to learn that the villa lies within driving distance to some of the best attractions in Mauritius.","
- Baby cot (extra cost)",405,"
- Pers. max.: 6
- Staff:","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Shanti Victoria,"
- 24H Security
- Housekeepingdaily",,3,"
- Fully equipped kitchen
- Microwave
- Oven","
- Airport transfer (extra cost)(contact us)"
"
- A quaint retreat for groups of up to six persons
- Located near the main tourist hub of Mauritius where you can shop for souvenirs and crafts
- Private swimming pool so you can enjoy a plunge whenever you want
- Fully-equipped kitchen, perfect for when you want to eat in
- Wide range of services to ensure a smooth holiday where you don’t have to lift a finger","
- Check-in: after 02:00 pm
- Check-out: until 09:00 am",6,"
- Air conditioning(contact us)
- CCTV security
- Enclosed living room
- Fire extinguisher
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 51km
- Beach: 200m","Enjoy a restful holiday in Mauritius when you reserve the Villa Balaclava, close to the vibrant tourist hub of Grand Baie. With multi-stories, this particular villa is ideal for larger families as well as groups of colleagues and friends looking for accommodation in Mauritius. Thanks to its proximity to the beach, this particular villa is ideal for travelers who wish to enjoy a fun holiday frolicking in the sea as they soak up the warm tropical sun. Best of all, there’s plenty of space for everyone to relax and enjoy their vacation.",,176,"
- Pers. max.: 6
- Staff: 0
- Villa size: 90 m²","Balaclava, Grand Baie & North Mauritius, Mauritius",Villa Balaclava,"
- Gardener
- Pool maintenance
- Security service",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- WiFi is free of charge
- Air conditioning to protect you from those humid island days
- Quiet and peaceful neighborhood for a more soothing vacation
- Housekeeping services on a daily basis
- Private stretch of beach","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am",2,"
- Air conditioningincluded
- Back-up generator
- BBQ equipment
- Iron and ironing board
- Jacuzzi
- Pool umbrella
- Safety box
- Terrace
- Toiletries
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 58km
- Beach: 5m","Overlooking the sparkling turquoise ocean, Matibi Villa offers some glorious respite from the hustle of your everyday life. Brimming with a plethora of amenities, this comfortable villa offers  generous sleeping and living quarters along with an ocean-facing deck. Located on the Northern coast of the island, this villa is close to several amenities in Mauritius, offering you plenty of entertainment during your stay.","
- Baby cot
- Baby high chair",179,"
- Pers. max.: 2
- Staff:","Calodyne, Grand Baie & North Mauritius, Mauritius",Villa Matibi,"
- HousekeepingMonday-Saturday, except public holidays","
- Kayak available (extra cost)",1,"
- Fully equipped kitchen
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)"
"
- Perched right by the oceanfront
- Plenty of space to accommodate larger groups
- A wide range of thoughtful services and amenities
- Cozy home comforts such as a well-equipped kitchen
- Close to some of the best attractions in Mauritius
- Spacious garden with ample space for tanning
- Luxurious touches with resort-like facilities","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2000 EUR",1,"
- Air conditioningincluded
- BBQ equipment
- Enclosed living room
- Iron and ironing board
- ParkingFree parking on premise
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 37km
- Beach: 10m","Nestled in the splendid fisherman village of Belle Mare, Villa Rubis is a charming abode that easily accommodates larger groups of fourteen guests. With a stay at this lavish property, guests will not only enjoy proximity to some of the best attractions in Mauritius, but they’ll be able to enjoy their very own slice of paradise just a few steps from the glistening Indian Ocean. Indeed, the villa lies in a quiet area that still places you within driving distance to a variety of retail, dining, and entertainment options.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",1916,"
- Pers. max.: 14
- Staff:
- Villa size: 500 m²","Pointe de Flacq, East Mauritius, Mauritius",Villa Rubis,"
- Housekeepingdaily
- Laundry
- Massage (extra cost)
- Villa manager",,7,"
- Coffee maker
- Fully equipped kitchen
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
"
- Sea-facing villa so you can head down to the beach anytime you want
- Plenty of space for traveling as a group
- Located in the picturesque south coast of Mauritius which is ideal for long nature strolls
- Fully-equipped kitchen where you can prepare your own meals
- Plenty of beach activities to keep you entertained during your stay","
- Check-in: after 02:00 pm
- Check-out: until 10:00 am
- Late check-out: until 06:00 pm charged 50% of the daily rate (subject to availability)
- Security deposit: 1 night(s)",8,"
- Back-up generator
- BBQ equipment
- Electricityincluded
- Fire extinguisher
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Safety box
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 5km
- Beach: 20m","Opening directly onto one of the most beautiful beaches in Mauritius, Villa Bleue offers your very own stretch of sand where you can lie back and relax as you soak in the gloriously warm tropical sun. Indeed, this spacious villa provides a tranquil haven on the south coast of the island, which is particularly known for its long nature paths, perfect for an idyllic afternoon stroll. As a guest of the villa, you can also enjoy a variety of amenities and services that have been conceived to help you make the most out of your holiday in Paradise Island.","
- Baby cot (extra cost)
- Baby high chair (extra cost)",291,"
- Pers. max.: 8
- Staff: 1
- Villa size: 200 m²","Blue Bay, Pointe d'Esny, South Mauritius, Mauritius",Villa Bleue,"
- Gardener
- Housekeepingservice",,4,"
- Coffee maker
- Fully equipped kitchen","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)
- Car available (extra cost)"
"
- Three bedrooms apartment in a beachfront location in Pointe d’Esny, Mauritius
- Walking distance to the sandy shores
- Modern interiors with a charming living area
- Fully-equipped kitchenette
- Dining space and double bed
- Private parking, BBQ and concierge service","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am",6,"
- Air conditioningincluded
- Enclosed living room
- ParkingFree parking on premise
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 6km
- Beach: 50m","Nestled in a serene location in Pointe d’Esny, Mauritius, Summer Breeze Apartment is a luxury accommodation with living spaces overlooking the turquoise sea. For guests who are searching for a quiet and private holiday home by the beach, this three bedroom apartment is the ideal haven. 

The three bedroom apartment is perfect for a family or group of travellers who wish to work remotely. You are only a three-minute walk away from the well-known Blue Bay Marine Park. You have everything you need from a cosy living space to a kitchen and dining area. Enjoy a comfortable, relaxing and unforgettable holiday at Summer Breeze.",,277,"
- Pers. max.: 6
- Staff:
- Villa size: 159 m²","Pointe d'Esny, South Mauritius, Mauritius",Summer Breeze Beachfront Apartment,"
- HousekeepingMonday-Saturday, except public holidays",,3,"
- Chef (extra cost)
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
"
- Wide wraparound porch with a sea view
- Access to the nearby Sofitel So Mauritius with nautical activities
- Easy access to the beach
- Complimentary golf cart to facilitate on-site transportation","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2 night(s)",6,"
- BBQ equipment
- Iron and ironing board
- Swimming pool
- Wi-Fi Internet","
- Table tennis table","
- Sir Seewoosagur Ramgoolam International Airport: 37km
- Beach: 100m","Boasting scenic views of the sparkling azure lagoon, Villa Alina is idea for larger groups and families who want to enjoy a unique holiday in Mauritius. Featuring stunning water features and a gloriously elegant interior, this villa can easily rival some of the most luxurious hotels in the world. Best of all, Villa Alina comes with a plethora of services and amenities designed to render your stay even more enjoyable. This villa is located in the South of Mauritius, between two fishermen villages.","
- Baby cot
- Baby high chair",668,"
- Pers. max.: 6
- Staff:","Bel Ombre, South Mauritius, Mauritius",Villa Alina Mauritius,"
- 24H Security
- Housekeepingservice",,3,"
- Chef (extra cost)
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- Breezy open-plan living pavilion
- Two master suites with a private verandah
- Family suite
- Alfresco dining table in the garden","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2000 EUR",8,"
- Air conditioningincluded
- Back-up generator
- BBQ equipment
- Enclosed living room
- Household supplies
- ParkingFree parking on premise
- Pool towels(contact us)
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 44km
- Beach: 10m","Villa Ilot Marine tucked on a little island surrounded by the azure blue waters of Roche Noire on the East coast of the island. A stone stairway leads down to a little bathing pool and a little further there is a jetty which leads to a deeper spot to swim and dive. For a wonderful day-trip, you can drive to the island's capital Port Louis, strolling the market and visiting a museum or you can visit Grand Baie, a popular beach resort town with water-sport activities.","
- Baby cot
- Babysitter (extra cost)",847,"
- Pers. max.: 8
- Staff:
- Villa size: 300 m²
- Garden: 2800 m²","Roches Noires, East Mauritius, Mauritius",Villa L'Ilot,"
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant (extra cost)
- Villa manager",,4,"
- Coffee maker
- Daily breakfast (extra cost)(25 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)
- Driver (extra cost)"
"
- Large swimming pool to help you relax and rejuvenate after a long day of exploring
- Covered veranda for fun Al Fresco nights out with friends
- Three spacious bedrooms with air conditioners
- Close to the popular Le Morne Beach and mountain
- Fully-equipped kitchen so you can prepare your own meals
- Housekeeping and gardening services so you don’t have to worry about tedious tasks
- Exclusive access to The Club House where you can enjoy several activities and gourmet meals","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Additional guest (extra cost)(25 EUR/night, 2 pers. max.)
- Back-up generator
- BBQ equipment (extra cost)
- CCTV security
- Electricityincluded
- Fire extinguisher
- Gazebo
- Hairdryer
- Household supplies
- Iron and ironing board
- Pool towels(contact us)
- Printer (extra cost)
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- International channels
- Satellite television
- Table tennis table
- TV
- Video games","
- Sir Seewoosagur Ramgoolam International Airport: 43km
- Beach: 900m","A sprawling two-story villa that’s practically brimming with style and comfort, Marguery Villa Deluxe embodies opulent luxury to ensure that your holiday in Mauritius goes as smoothly as possible. Boasting a gloriously manicured lush green lawn with gazebo and comfortable outdoor furniture, this villa radiates charm and coziness, creating the perfect home away from home for you. Spacious and airy, Marguery Villa Deluxe can very comfortably accommodate up to six guests.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",741,"
- Pers. max.: 6
- Staff:
- Villa size: 214 m²
- Garden: 323 m²","Black River, West Mauritius, Mauritius",Marguery Villa Deluxe,"
- 24H Security
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service
- Welcome drinks","
- Gym equipmentAt the villa",3,"
- Coffee maker
- Daily breakfast (extra cost)(16 USD/person)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Restaurant (extra cost)
- Room service (extra cost)","
- Airport transfer (extra cost)(contact us)
- Bicycles available
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- A cozy retreat for families of up to 10 persons
- Stunning media room, complete with Wii Nintendo and more to ensure fun evenings indoors
- Nestled in the midst of a pristine garden, perfect for a destination wedding
- Fully-equipped gym so you can keep up with your workout schedule
- Private balcony stretching out from the master suite with stunning views of the Indian Ocean","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",1,"
- Additional guest (extra cost)(contact us)
- Back-up generator
- BBQ equipment
- CCTV security
- Electricityincluded
- Fire extinguisher
- Hairdryer
- Household supplies (extra cost)
- Iron and ironing board
- Jacuzzi
- Pool towels
- Pool umbrella
- Reclining chairs
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- CD music player
- DVD movies
- International channels
- Satellite television
- Stereo
- TV
- Video games","
- Sir Seewoosagur Ramgoolam International Airport: 40km
- Beach: 50m","Tucked away in the charming village of Poste Lafayette, Villa Tiara places you within driving distance of the city capital of Port Louis and tourist hub of Grand Baie. Boasting a decadent interior with all the comforts of home, this villa is perfectly-appointed to comfortably accommodate larger groups of up to ten people. In fact, thanks to its pristine setting, this villa can also double as an excellent wedding destination. Best of all, you will be treated to a variety of services that will render your stay in Mauritius even more enjoyable.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)
- Pool fence",1435,"
- Pers. max.: 10
- Staff: 10
- Villa size: 550 m²
- Garden: 430 m²","Poste Lafayette, East Mauritius, Mauritius",Villa Tiara,"
- 24H Security
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant (extra cost)
- Pool maintenance
- Security service
- Welcome drinks","
- Gym equipment
- Kayak available",5,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(cost of groceries + 150 USD)
- Fully equipped kitchen
- Lunch (extra cost)(cost of groceries + 150 USD)
- Room service (extra cost)","
- Airport transfer (extra cost)(contact us)
- Bicycles available
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Beachfront apartment in Pointe d’Esny, Mauritius
- Three bedrooms including a master suite overlooking the lagoon
- Access to the beach and sandy shores
- Part of a luxurious holiday property
- Concierge service to help guests with their needs","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am",6,"
- Air conditioningincluded
- Enclosed living room
- ParkingFree parking on premise
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 5km
- Beach: 50m","Located in the tropical paradise of Pointe d’Esny, Mauritius, Coral Bay is a luxury accommodation overlooking the turquoise lagoon. Explore the vibrant marine life and reef in Pointe d’Esny from your private holiday home, a three-bedroom beachfront apartment with modern comforts. The spectacular views are sure to leave you speechless. The bedrooms are fully-furnished and you have an open-plan living and dining space where you can spend time with your friends and family. Explore the quiet neighbourhood that offers a relatively private and personal beach vibe.",,240,"
- Pers. max.: 6
- Staff:
- Villa size: 177 m²","Blue Bay, Pointe d'Esny, South Mauritius, Mauritius",Coral Bay Beachfront Apartment,"
- HousekeepingMonday-Saturday, except public holidays",,3,"
- Chef (extra cost)
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
"
- Access to an exclusive private beach
- Tropical garden
- Swimming Pool
- Barbecue Facilities
- Alarm and Security System
- Private Parking","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR",4,"
- Additional guest (extra cost)(20 EUR/night, 1 pers. max.)
- Air conditioning(contact us)
- Back-up generator
- BBQ equipment
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- International channels
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 58km
- Beach: 2.5km","Found not far from one of the most pristine beaches in Mauritius, Athena Villa 2 offers privacy, luxury and- more importantly- an oasis that was entirely crafted for rest and relaxation. The perfect haven where you can leave all your everyday issues at the door, Athena Villa 2 is equipped with two bedrooms, a wide tropical garden, a swimming pool, terrace and spacious living areas. Best of all, this villa also includes complimentary and paid services that will help make your holiday even more memorable.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",283,"
- Pers. max.: 4
- Staff: 2
- Villa size: 120 m²
- Garden: 118 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Athena Villa 2,"
- 24H Security
- Gardener
- Housekeepingon week days
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service",,2,"
- Coffee maker
- Daily breakfast (extra cost)(12 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- A luxurious abode in Pointe aux Canonniers
- luxurious amenities
- outdoor swimming pool
- on-site staff
- beachfront location
- modern kitchen","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 800 EUR",6,"
- Air conditioningincluded
- BBQ equipment
- CCTV security
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- Streaming service
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 59km
- Beach: 220m","For a family or group of close friends seeking some action during their vacation, Villa Horizon is a resort situated in Pointe aux Canonniers, Mauritius. It is a three-bedroom and three-bathrooms modern villa with spacious indoor and outdoor living areas, a private pool, and wide tropical grounds. It is a vacation destination situated in Pointe aux Canonniers, which is well known for its fantastic seaside resort in Mauritius. It is one of the best locations for unwinding with a group of couples or close friends. Conveniently, the villa offers a private beach where you can snorkel around, popular other beaches such as Mont Choisy Beach and Grand Baie Beach are all within a short-drive away from the villa, as well as a multitude of bars and restaurants.","
- Baby cot
- Baby high chair",343,"
- Pers. max.: 6
- Staff:
- Villa size: 250 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Horizon,"
- 24H Security (extra cost)
- HousekeepingMonday-Saturday, except public holidays",,3,"
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)"
